"rt","riskLiteracy","deal","delay","odd","subvalue","value","timesseen","age","gender","income","job","pnum"
11655,1,"in 1 month 80%","in 1 month","80%",29375,"40000",5,24,"Female",10000,"cna",12
2242,1,"in 1 month 25%","in 1 month","25%",625,"40000",5,24,"Female",10000,"cna",12
2713,1,"in 6 months 80%","in 6 months","80%",3125,"40000",5,24,"Female",10000,"cna",12
2426,1,"immediately 80%","immediately","80%",87.5,"800",5,24,"Female",10000,"cna",12
2554,1,"in 6 months 40%","in 6 months","40%",12.5,"800",5,24,"Female",10000,"cna",12
10871,1,"in 2 years 80%","in 2 years","80%",287.5,"800",5,24,"Female",10000,"cna",12
1740,1,"immediately 40%","immediately","40%",37.5,"800",5,24,"Female",10000,"cna",12
1344,1,"in 5 years 40%","in 5 years","40%",37.5,"800",5,24,"Female",10000,"cna",12
2720,1,"in 1 month 40%","in 1 month","40%",87.5,"800",5,24,"Female",10000,"cna",12
1713,1,"in 6 months 100%","in 6 months","100%",687.5,"800",5,24,"Female",10000,"cna",12
1381,1,"in 1 month 80%","in 1 month","80%",587.5,"800",5,24,"Female",10000,"cna",12
4104,1,"in 6 months 25%","in 6 months","25%",37.5,"800",5,24,"Female",10000,"cna",12
2491,1,"in 5 years 100%","in 5 years","100%",762.5,"800",5,24,"Female",10000,"cna",12
4227,1,"immediately 25%","immediately","25%",187.5,"800",5,24,"Female",10000,"cna",12
2685,1,"immediately 10%","immediately","10%",187.5,"800",5,24,"Female",10000,"cna",12
2219,1,"in 1 month 100%","in 1 month","100%",587.5,"800",5,24,"Female",10000,"cna",12
2957,1,"in 5 years 25%","in 5 years","25%",87.5,"800",5,24,"Female",10000,"cna",12
3891,1,"in 5 years 80%","in 5 years","80%",187.5,"800",5,24,"Female",10000,"cna",12
1831,1,"in 2 years 100%","in 2 years","100%",637.5,"800",5,24,"Female",10000,"cna",12
3197,1,"in 5 years 10%","in 5 years","10%",37.5,"800",5,24,"Female",10000,"cna",12
2023,1,"in 6 months 80%","in 6 months","80%",187.5,"800",5,24,"Female",10000,"cna",12
5585,1,"in 1 month 25%","in 1 month","25%",87.5,"800",5,24,"Female",10000,"cna",12
7506,1,"in 2 years 25%","in 2 years","25%",37.5,"800",5,24,"Female",10000,"cna",12
3265,1,"in 2 years 10%","in 2 years","10%",62.5,"800",5,24,"Female",10000,"cna",12
3021,1,"in 2 years 40%","in 2 years","40%",87.5,"800",5,24,"Female",10000,"cna",12
2431,1,"in 1 month 10%","in 1 month","10%",37.5,"800",5,24,"Female",10000,"cna",12
1738,1,"immediately 100%","immediately","100%",787.5,"800",5,24,"Female",10000,"cna",12
3765,1,"in 6 months 10%","in 6 months","10%",87.5,"800",5,24,"Female",10000,"cna",12
18684,4,"in 1 month 80%","in 1 month","80%",437.5,"800",5,21,"Female",0,"Private Tutor",13
2739,4,"in 2 years 40%","in 2 years","40%",87.5,"800",5,21,"Female",0,"Private Tutor",13
5953,4,"immediately 80%","immediately","80%",487.5,"800",5,21,"Female",0,"Private Tutor",13
7218,4,"in 2 years 25%","in 2 years","25%",87.5,"800",5,21,"Female",0,"Private Tutor",13
12945,4,"in 6 months 10%","in 6 months","10%",37.5,"800",5,21,"Female",0,"Private Tutor",13
2619,4,"in 1 month 25%","in 1 month","25%",87.5,"800",5,21,"Female",0,"Private Tutor",13
33893,4,"in 5 years 80%","in 5 years","80%",87.5,"800",5,21,"Female",0,"Private Tutor",13
20996,4,"in 6 months 25%","in 6 months","25%",87.5,"800",5,21,"Female",0,"Private Tutor",13
12771,4,"in 6 months 100%","in 6 months","100%",587.5,"800",5,21,"Female",0,"Private Tutor",13
3187,4,"in 2 years 10%","in 2 years","10%",12.5,"800",5,21,"Female",0,"Private Tutor",13
3288,4,"in 2 years 100%","in 2 years","100%",712.5,"800",5,21,"Female",0,"Private Tutor",13
2932,4,"in 1 month 10%","in 1 month","10%",87.5,"800",5,21,"Female",0,"Private Tutor",13
1792,4,"in 5 years 100%","in 5 years","100%",587.5,"800",5,21,"Female",0,"Private Tutor",13
9063,4,"in 6 months 40%","in 6 months","40%",87.5,"800",5,21,"Female",0,"Private Tutor",13
2849,4,"immediately 25%","immediately","25%",137.5,"800",5,21,"Female",0,"Private Tutor",13
10722,4,"in 2 years 80%","in 2 years","80%",287.5,"800",5,21,"Female",0,"Private Tutor",13
1575,4,"in 1 month 40%","in 1 month","40%",187.5,"800",5,21,"Female",0,"Private Tutor",13
2583,4,"immediately 100%","immediately","100%",787.5,"800",5,21,"Female",0,"Private Tutor",13
2826,4,"immediately 10%","immediately","10%",87.5,"800",5,21,"Female",0,"Private Tutor",13
2965,4,"in 1 month 100%","in 1 month","100%",787.5,"800",5,21,"Female",0,"Private Tutor",13
3862,4,"in 5 years 25%","in 5 years","25%",87.5,"800",5,21,"Female",0,"Private Tutor",13
1736,4,"in 6 months 80%","in 6 months","80%",437.5,"800",5,21,"Female",0,"Private Tutor",13
1958,4,"in 5 years 40%","in 5 years","40%",87.5,"800",5,21,"Female",0,"Private Tutor",13
1561,4,"immediately 40%","immediately","40%",87.5,"800",5,21,"Female",0,"Private Tutor",13
1756,4,"in 5 years 10%","in 5 years","10%",87.5,"800",5,21,"Female",0,"Private Tutor",13
2162,4,"immediately 40%","immediately","40%",13125,"40000",5,21,"Female",0,"Private Tutor",13
2478,4,"in 1 month 25%","in 1 month","25%",625,"40000",5,21,"Female",0,"Private Tutor",13
3197,4,"in 5 years 80%","in 5 years","80%",18125,"40000",5,21,"Female",0,"Private Tutor",13
1910,4,"in 1 month 80%","in 1 month","80%",31875,"40000",5,21,"Female",0,"Private Tutor",13
1031,4,"immediately 10%","immediately","10%",625,"40000",5,21,"Female",0,"Private Tutor",13
1374,4,"in 5 years 25%","in 5 years","25%",8125,"40000",5,21,"Female",0,"Private Tutor",13
1450,4,"immediately 100%","immediately","100%",39375,"40000",5,21,"Female",0,"Private Tutor",13
1314,4,"immediately 25%","immediately","25%",5625,"40000",5,21,"Female",0,"Private Tutor",13
1819,4,"in 2 years 100%","in 2 years","100%",31875,"40000",5,21,"Female",0,"Private Tutor",13
1755,4,"in 6 months 100%","in 6 months","100%",39375,"40000",5,21,"Female",0,"Private Tutor",13
1449,4,"in 1 month 100%","in 1 month","100%",36875,"40000",5,21,"Female",0,"Private Tutor",13
2530,4,"in 6 months 25%","in 6 months","25%",5625,"40000",5,21,"Female",0,"Private Tutor",13
1742,4,"in 1 month 40%","in 1 month","40%",1875,"40000",5,21,"Female",0,"Private Tutor",13
2155,4,"in 5 years 40%","in 5 years","40%",9375,"40000",5,21,"Female",0,"Private Tutor",13
2095,4,"immediately 80%","immediately","80%",39375,"40000",5,21,"Female",0,"Private Tutor",13
2425,4,"in 5 years 100%","in 5 years","100%",38125,"40000",5,21,"Female",0,"Private Tutor",13
1907,4,"in 6 months 10%","in 6 months","10%",3125,"40000",5,21,"Female",0,"Private Tutor",13
1889,4,"in 1 month 10%","in 1 month","10%",625,"40000",5,21,"Female",0,"Private Tutor",13
4337,4,"in 6 months 40%","in 6 months","40%",9375,"40000",5,21,"Female",0,"Private Tutor",13
1582,4,"in 2 years 80%","in 2 years","80%",34375,"40000",5,21,"Female",0,"Private Tutor",13
1033,4,"in 2 years 40%","in 2 years","40%",8125,"40000",5,21,"Female",0,"Private Tutor",13
1141,4,"in 5 years 10%","in 5 years","10%",625,"40000",5,21,"Female",0,"Private Tutor",13
1419,4,"in 6 months 80%","in 6 months","80%",36875,"40000",5,21,"Female",0,"Private Tutor",13
1250,4,"in 2 years 10%","in 2 years","10%",625,"40000",5,21,"Female",0,"Private Tutor",13
1435,4,"in 2 years 25%","in 2 years","25%",3125,"40000",5,21,"Female",0,"Private Tutor",13
2171,2,"in 1 month 25%","in 1 month","25%",625,"40000",5,21,"Female",0,"",15
3403,2,"immediately 80%","immediately","80%",29375,"40000",5,21,"Female",0,"",15
6435,2,"in 6 months 40%","in 6 months","40%",625,"40000",5,21,"Female",0,"",15
3784,2,"in 6 months 10%","in 6 months","10%",3125,"40000",5,21,"Female",0,"",15
5680,2,"in 2 years 40%","in 2 years","40%",625,"40000",5,21,"Female",0,"",15
7976,2,"immediately 40%","immediately","40%",1875,"40000",5,21,"Female",0,"",15
3467,2,"in 5 years 100%","in 5 years","100%",35625,"40000",5,21,"Female",0,"",15
3815,2,"in 1 month 80%","in 1 month","80%",35625,"40000",5,21,"Female",0,"",15
2910,2,"in 2 years 80%","in 2 years","80%",33125,"40000",5,21,"Female",0,"",15
4090,2,"in 2 years 10%","in 2 years","10%",625,"40000",5,21,"Female",0,"",15
2995,2,"in 5 years 25%","in 5 years","25%",625,"40000",5,21,"Female",0,"",15
3042,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,21,"Female",0,"",15
2342,2,"in 2 years 100%","in 2 years","100%",36875,"40000",5,21,"Female",0,"",15
2179,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,21,"Female",0,"",15
7288,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,21,"Female",0,"",15
3936,2,"in 5 years 80%","in 5 years","80%",10625,"40000",5,21,"Female",0,"",15
2549,2,"in 5 years 40%","in 5 years","40%",625,"40000",5,21,"Female",0,"",15
2801,2,"immediately 10%","immediately","10%",8125,"40000",5,21,"Female",0,"",15
1999,2,"immediately 25%","immediately","25%",10625,"40000",5,21,"Female",0,"",15
3714,2,"in 1 month 10%","in 1 month","10%",8125,"40000",5,21,"Female",0,"",15
2131,2,"in 6 months 100%","in 6 months","100%",39375,"40000",5,21,"Female",0,"",15
2095,2,"in 2 years 25%","in 2 years","25%",625,"40000",5,21,"Female",0,"",15
2329,2,"immediately 100%","immediately","100%",39375,"40000",5,21,"Female",0,"",15
4378,2,"in 1 month 40%","in 1 month","40%",5625,"40000",5,21,"Female",0,"",15
3333,2,"in 6 months 80%","in 6 months","80%",35625,"40000",5,21,"Female",0,"",15
3478,2,"in 5 years 40%","in 5 years","40%",87.5,"800",5,21,"Female",0,"",15
2815,2,"in 1 month 40%","in 1 month","40%",87.5,"800",5,21,"Female",0,"",15
2339,2,"in 2 years 100%","in 2 years","100%",387.5,"800",5,21,"Female",0,"",15
4524,2,"in 1 month 10%","in 1 month","10%",112.5,"800",5,21,"Female",0,"",15
2176,2,"in 6 months 80%","in 6 months","80%",587.5,"800",5,21,"Female",0,"",15
1917,2,"in 1 month 80%","in 1 month","80%",737.5,"800",5,21,"Female",0,"",15
2888,2,"in 2 years 10%","in 2 years","10%",62.5,"800",5,21,"Female",0,"",15
4123,2,"in 6 months 10%","in 6 months","10%",62.5,"800",5,21,"Female",0,"",15
3096,2,"in 5 years 10%","in 5 years","10%",12.5,"800",5,21,"Female",0,"",15
3376,2,"immediately 100%","immediately","100%",787.5,"800",5,21,"Female",0,"",15
6470,2,"in 5 years 25%","in 5 years","25%",37.5,"800",5,21,"Female",0,"",15
3619,2,"immediately 10%","immediately","10%",187.5,"800",5,21,"Female",0,"",15
3066,2,"immediately 25%","immediately","25%",187.5,"800",5,21,"Female",0,"",15
2813,2,"in 2 years 40%","in 2 years","40%",37.5,"800",5,21,"Female",0,"",15
2788,2,"in 1 month 25%","in 1 month","25%",87.5,"800",5,21,"Female",0,"",15
1534,2,"in 6 months 25%","in 6 months","25%",187.5,"800",5,21,"Female",0,"",15
1197,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,21,"Female",0,"",15
976,2,"in 5 years 100%","in 5 years","100%",737.5,"800",5,21,"Female",0,"",15
1300,2,"immediately 80%","immediately","80%",387.5,"800",5,21,"Female",0,"",15
1329,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,21,"Female",0,"",15
2614,2,"immediately 40%","immediately","40%",387.5,"800",5,21,"Female",0,"",15
1141,2,"in 5 years 80%","in 5 years","80%",237.5,"800",5,21,"Female",0,"",15
1074,2,"in 2 years 80%","in 2 years","80%",87.5,"800",5,21,"Female",0,"",15
1931,2,"in 6 months 40%","in 6 months","40%",187.5,"800",5,21,"Female",0,"",15
3093,2,"in 2 years 25%","in 2 years","25%",87.5,"800",5,21,"Female",0,"",15
1876,2,"in 5 years 25%","in 5 years","25%",625,"40000",5,20,"Female",0,"N/A",16
16871,2,"in 2 years 100%","in 2 years","100%",38125,"40000",5,20,"Female",0,"N/A",16
7527,2,"in 5 years 100%","in 5 years","100%",34375,"40000",5,20,"Female",0,"N/A",16
2672,2,"immediately 25%","immediately","25%",5625,"40000",5,20,"Female",0,"N/A",16
3362,2,"in 2 years 80%","in 2 years","80%",3125,"40000",5,20,"Female",0,"N/A",16
2940,2,"in 6 months 40%","in 6 months","40%",625,"40000",5,20,"Female",0,"N/A",16
2580,2,"in 6 months 10%","in 6 months","10%",5625,"40000",5,20,"Female",0,"N/A",16
1812,2,"in 5 years 10%","in 5 years","10%",625,"40000",5,20,"Female",0,"N/A",16
60312,2,"in 2 years 10%","in 2 years","10%",625,"40000",5,20,"Female",0,"N/A",16
2713,2,"in 2 years 25%","in 2 years","25%",625,"40000",5,20,"Female",0,"N/A",16
4227,2,"in 6 months 100%","in 6 months","100%",39375,"40000",5,20,"Female",0,"N/A",16
7292,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,20,"Female",0,"N/A",16
1960,2,"in 1 month 25%","in 1 month","25%",625,"40000",5,20,"Female",0,"N/A",16
4407,2,"immediately 80%","immediately","80%",8125,"40000",5,20,"Female",0,"N/A",16
2228,2,"in 6 months 25%","in 6 months","25%",625,"40000",5,20,"Female",0,"N/A",16
3711,2,"in 1 month 80%","in 1 month","80%",1875,"40000",5,20,"Female",0,"N/A",16
2572,2,"immediately 10%","immediately","10%",625,"40000",5,20,"Female",0,"N/A",16
2209,2,"in 1 month 10%","in 1 month","10%",625,"40000",5,20,"Female",0,"N/A",16
2074,2,"in 5 years 40%","in 5 years","40%",625,"40000",5,20,"Female",0,"N/A",16
2048,2,"in 2 years 40%","in 2 years","40%",625,"40000",5,20,"Female",0,"N/A",16
3822,2,"in 6 months 80%","in 6 months","80%",9375,"40000",5,20,"Female",0,"N/A",16
2038,2,"in 1 month 40%","in 1 month","40%",625,"40000",5,20,"Female",0,"N/A",16
4123,2,"in 5 years 80%","in 5 years","80%",8125,"40000",5,20,"Female",0,"N/A",16
5121,2,"immediately 40%","immediately","40%",625,"40000",5,20,"Female",0,"N/A",16
7319,2,"immediately 100%","immediately","100%",39375,"40000",5,20,"Female",0,"N/A",16
3854,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,20,"Female",0,"N/A",16
3560,2,"in 5 years 10%","in 5 years","10%",12.5,"800",5,20,"Female",0,"N/A",16
5064,2,"immediately 80%","immediately","80%",487.5,"800",5,20,"Female",0,"N/A",16
4878,2,"in 1 month 80%","in 1 month","80%",437.5,"800",5,20,"Female",0,"N/A",16
3715,2,"immediately 40%","immediately","40%",12.5,"800",5,20,"Female",0,"N/A",16
39196,2,"in 2 years 100%","in 2 years","100%",387.5,"800",5,20,"Female",0,"N/A",16
2735,2,"immediately 25%","immediately","25%",12.5,"800",5,20,"Female",0,"N/A",16
5376,2,"in 6 months 40%","in 6 months","40%",37.5,"800",5,20,"Female",0,"N/A",16
4765,2,"in 5 years 25%","in 5 years","25%",12.5,"800",5,20,"Female",0,"N/A",16
2506,2,"in 1 month 10%","in 1 month","10%",12.5,"800",5,20,"Female",0,"N/A",16
2163,2,"in 6 months 10%","in 6 months","10%",12.5,"800",5,20,"Female",0,"N/A",16
3959,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,20,"Female",0,"N/A",16
4239,2,"in 5 years 100%","in 5 years","100%",187.5,"800",5,20,"Female",0,"N/A",16
2189,2,"immediately 10%","immediately","10%",12.5,"800",5,20,"Female",0,"N/A",16
4514,2,"immediately 100%","immediately","100%",787.5,"800",5,20,"Female",0,"N/A",16
22625,2,"in 6 months 25%","in 6 months","25%",37.5,"800",5,20,"Female",0,"N/A",16
9117,2,"in 1 month 25%","in 1 month","25%",37.5,"800",5,20,"Female",0,"N/A",16
11173,2,"in 2 years 25%","in 2 years","25%",12.5,"800",5,20,"Female",0,"N/A",16
6265,2,"in 6 months 80%","in 6 months","80%",287.5,"800",5,20,"Female",0,"N/A",16
4466,2,"in 1 month 40%","in 1 month","40%",37.5,"800",5,20,"Female",0,"N/A",16
17883,2,"in 5 years 40%","in 5 years","40%",12.5,"800",5,20,"Female",0,"N/A",16
27288,2,"in 2 years 40%","in 2 years","40%",12.5,"800",5,20,"Female",0,"N/A",16
5106,2,"in 2 years 80%","in 2 years","80%",62.5,"800",5,20,"Female",0,"N/A",16
5668,2,"in 2 years 10%","in 2 years","10%",12.5,"800",5,20,"Female",0,"N/A",16
3139,2,"in 5 years 80%","in 5 years","80%",12.5,"800",5,20,"Female",0,"N/A",16
5399,2,"in 5 years 100%","in 5 years","100%",34375,"40000",5,20,"Male",0,"Tutor",17
9650,2,"in 6 months 40%","in 6 months","40%",8125,"40000",5,20,"Male",0,"Tutor",17
16053,2,"in 2 years 80%","in 2 years","80%",34375,"40000",5,20,"Male",0,"Tutor",17
2655,2,"in 2 years 100%","in 2 years","100%",36875,"40000",5,20,"Male",0,"Tutor",17
8487,2,"in 6 months 80%","in 6 months","80%",31875,"40000",5,20,"Male",0,"Tutor",17
3400,2,"in 6 months 100%","in 6 months","100%",39375,"40000",5,20,"Male",0,"Tutor",17
15929,2,"in 1 month 25%","in 1 month","25%",8125,"40000",5,20,"Male",0,"Tutor",17
2880,2,"immediately 25%","immediately","25%",5625,"40000",5,20,"Male",0,"Tutor",17
9381,2,"immediately 80%","immediately","80%",33125,"40000",5,20,"Male",0,"Tutor",17
11722,2,"in 2 years 25%","in 2 years","25%",1875,"40000",5,20,"Male",0,"Tutor",17
13039,2,"in 5 years 25%","in 5 years","25%",4375,"40000",5,20,"Male",0,"Tutor",17
4756,2,"in 6 months 25%","in 6 months","25%",6875,"40000",5,20,"Male",0,"Tutor",17
3825,2,"in 1 month 40%","in 1 month","40%",11875,"40000",5,20,"Male",0,"Tutor",17
4482,2,"in 1 month 100%","in 1 month","100%",39375,"40000",5,20,"Male",0,"Tutor",17
3578,2,"in 5 years 40%","in 5 years","40%",9375,"40000",5,20,"Male",0,"Tutor",17
5298,2,"in 6 months 10%","in 6 months","10%",1875,"40000",5,20,"Male",0,"Tutor",17
30505,2,"in 1 month 80%","in 1 month","80%",33125,"40000",5,20,"Male",0,"Tutor",17
17098,2,"in 2 years 10%","in 2 years","10%",1875,"40000",5,20,"Male",0,"Tutor",17
2125,2,"immediately 100%","immediately","100%",39375,"40000",5,20,"Male",0,"Tutor",17
15690,2,"immediately 10%","immediately","10%",4375,"40000",5,20,"Male",0,"Tutor",17
7859,2,"in 5 years 10%","in 5 years","10%",1875,"40000",5,20,"Male",0,"Tutor",17
4311,2,"in 2 years 40%","in 2 years","40%",6875,"40000",5,20,"Male",0,"Tutor",17
2259,2,"immediately 40%","immediately","40%",9375,"40000",5,20,"Male",0,"Tutor",17
3824,2,"in 1 month 10%","in 1 month","10%",1875,"40000",5,20,"Male",0,"Tutor",17
3678,2,"in 5 years 80%","in 5 years","80%",24375,"40000",5,20,"Male",0,"Tutor",17
3730,2,"in 2 years 25%","in 2 years","25%",87.5,"800",5,20,"Male",0,"Tutor",17
11238,2,"immediately 40%","immediately","40%",187.5,"800",5,20,"Male",0,"Tutor",17
4132,2,"in 6 months 80%","in 6 months","80%",612.5,"800",5,20,"Male",0,"Tutor",17
2371,2,"in 2 years 100%","in 2 years","100%",387.5,"800",5,20,"Male",0,"Tutor",17
10385,2,"in 1 month 10%","in 1 month","10%",87.5,"800",5,20,"Male",0,"Tutor",17
6726,2,"in 6 months 25%","in 6 months","25%",212.5,"800",5,20,"Male",0,"Tutor",17
4058,2,"in 6 months 100%","in 6 months","100%",787.5,"800",5,20,"Male",0,"Tutor",17
6919,2,"in 6 months 10%","in 6 months","10%",87.5,"800",5,20,"Male",0,"Tutor",17
28821,2,"in 5 years 40%","in 5 years","40%",137.5,"800",5,20,"Male",0,"Tutor",17
37651,2,"in 5 years 100%","in 5 years","100%",387.5,"800",5,20,"Male",0,"Tutor",17
4451,2,"in 1 month 100%","in 1 month","100%",787.5,"800",5,20,"Male",0,"Tutor",17
11316,2,"in 2 years 80%","in 2 years","80%",337.5,"800",5,20,"Male",0,"Tutor",17
2451,2,"in 1 month 80%","in 1 month","80%",687.5,"800",5,20,"Male",0,"Tutor",17
22958,2,"in 6 months 40%","in 6 months","40%",162.5,"800",5,20,"Male",0,"Tutor",17
3538,2,"immediately 10%","immediately","10%",112.5,"800",5,20,"Male",0,"Tutor",17
2420,2,"immediately 100%","immediately","100%",787.5,"800",5,20,"Male",0,"Tutor",17
3329,2,"immediately 80%","immediately","80%",762.5,"800",5,20,"Male",0,"Tutor",17
4254,2,"in 2 years 10%","in 2 years","10%",37.5,"800",5,20,"Male",0,"Tutor",17
3265,2,"immediately 25%","immediately","25%",212.5,"800",5,20,"Male",0,"Tutor",17
3411,2,"in 1 month 40%","in 1 month","40%",187.5,"800",5,20,"Male",0,"Tutor",17
4301,2,"in 5 years 80%","in 5 years","80%",137.5,"800",5,20,"Male",0,"Tutor",17
4822,2,"in 5 years 25%","in 5 years","25%",37.5,"800",5,20,"Male",0,"Tutor",17
3520,2,"in 1 month 25%","in 1 month","25%",212.5,"800",5,20,"Male",0,"Tutor",17
3920,2,"in 5 years 10%","in 5 years","10%",37.5,"800",5,20,"Male",0,"Tutor",17
2255,2,"in 2 years 40%","in 2 years","40%",187.5,"800",5,20,"Male",0,"Tutor",17
1624,1,"in 6 months 10%","in 6 months","10%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1230,1,"in 1 month 100%","in 1 month","100%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1580,1,"immediately 10%","immediately","10%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1257,1,"immediately 80%","immediately","80%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
2292,1,"in 2 years 80%","in 2 years","80%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1473,1,"in 1 month 40%","in 1 month","40%",625,"40000",5,21,"Female",13000,"Personal Banker",18
43467,1,"in 2 years 40%","in 2 years","40%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1668,1,"in 2 years 10%","in 2 years","10%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1797,1,"in 2 years 100%","in 2 years","100%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1406,1,"in 2 years 25%","in 2 years","25%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1440,1,"immediately 25%","immediately","25%",625,"40000",5,21,"Female",13000,"Personal Banker",18
36190,1,"immediately 100%","immediately","100%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1646,1,"in 6 months 40%","in 6 months","40%",625,"40000",5,21,"Female",13000,"Personal Banker",18
2089,1,"in 6 months 80%","in 6 months","80%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1993,1,"in 5 years 80%","in 5 years","80%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1616,1,"immediately 40%","immediately","40%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1338,1,"in 1 month 25%","in 1 month","25%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1739,1,"in 5 years 40%","in 5 years","40%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1568,1,"in 5 years 25%","in 5 years","25%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1678,1,"in 1 month 10%","in 1 month","10%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1473,1,"in 6 months 25%","in 6 months","25%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1721,1,"in 5 years 10%","in 5 years","10%",625,"40000",5,21,"Female",13000,"Personal Banker",18
1607,1,"in 1 month 80%","in 1 month","80%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1614,1,"in 5 years 100%","in 5 years","100%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1562,1,"in 6 months 100%","in 6 months","100%",39375,"40000",5,21,"Female",13000,"Personal Banker",18
1540,1,"in 2 years 25%","in 2 years","25%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1745,1,"immediately 100%","immediately","100%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1701,1,"in 1 month 10%","in 1 month","10%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1473,1,"immediately 40%","immediately","40%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1435,1,"in 2 years 80%","in 2 years","80%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
11670,1,"in 2 years 10%","in 2 years","10%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1492,1,"immediately 10%","immediately","10%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1484,1,"in 5 years 10%","in 5 years","10%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1408,1,"in 5 years 40%","in 5 years","40%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1956,1,"in 5 years 100%","in 5 years","100%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1584,1,"in 2 years 40%","in 2 years","40%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1026,1,"in 5 years 80%","in 5 years","80%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1554,1,"in 6 months 40%","in 6 months","40%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1089,1,"in 6 months 100%","in 6 months","100%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
2196,1,"immediately 25%","immediately","25%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1570,1,"in 5 years 25%","in 5 years","25%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1042,1,"immediately 80%","immediately","80%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1902,1,"in 6 months 80%","in 6 months","80%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1604,1,"in 1 month 40%","in 1 month","40%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1286,1,"in 1 month 80%","in 1 month","80%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1590,1,"in 2 years 100%","in 2 years","100%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
1713,1,"in 1 month 25%","in 1 month","25%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1897,1,"in 6 months 10%","in 6 months","10%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
1990,1,"in 6 months 25%","in 6 months","25%",12.5,"800",5,21,"Female",13000,"Personal Banker",18
983,1,"in 1 month 100%","in 1 month","100%",787.5,"800",5,21,"Female",13000,"Personal Banker",18
8671,3,"in 6 months 40%","in 6 months","40%",16875,"40000",5,18,"Female",10000,"Law Clerk",19
7491,3,"in 5 years 80%","in 5 years","80%",26875,"40000",5,18,"Female",10000,"Law Clerk",19
6328,3,"in 5 years 100%","in 5 years","100%",19375,"40000",5,18,"Female",10000,"Law Clerk",19
18209,3,"in 6 months 80%","in 6 months","80%",28125,"40000",5,18,"Female",10000,"Law Clerk",19
2857,3,"in 2 years 25%","in 2 years","25%",5625,"40000",5,18,"Female",10000,"Law Clerk",19
2529,3,"in 1 month 10%","in 1 month","10%",625,"40000",5,18,"Female",10000,"Law Clerk",19
3196,3,"in 6 months 25%","in 6 months","25%",15625,"40000",5,18,"Female",10000,"Law Clerk",19
4452,3,"in 5 years 10%","in 5 years","10%",1875,"40000",5,18,"Female",10000,"Law Clerk",19
5956,3,"immediately 80%","immediately","80%",35625,"40000",5,18,"Female",10000,"Law Clerk",19
2447,3,"immediately 25%","immediately","25%",20625,"40000",5,18,"Female",10000,"Law Clerk",19
2547,3,"immediately 40%","immediately","40%",625,"40000",5,18,"Female",10000,"Law Clerk",19
3997,3,"in 2 years 10%","in 2 years","10%",625,"40000",5,18,"Female",10000,"Law Clerk",19
